,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,xrm
20160506,-0.39,0.09,0.62,0.73,0.32,0.45,0.51,0.14,0,0.13,0.38
20160509,-0.06,0.35,0.13,0.35,-0.04,-0.34,-0.07,0,-0.18,0.06,0.05
20160510,0.26,1.02,1.27,0.73,1.11,1.38,1.33,1.48,1.35,1.32,1.26
20160511,-0.46,-1.24,-1.23,-1.56,-1.33,-1.29,-0.87,-1.13,-0.87,-0.97,-0.89
20160512,-1.45,-1.56,-0.83,-0.95,-0.81,-0.7,-0.62,-0.49,-0.27,-0.17,-0.11
20160513,-0.18,-0.49,-0.25,-0.57,-0.74,-0.88,-0.73,-0.62,-0.95,-0.79,-0.82
20160516,0.49,1.46,1.34,1.32,1.23,1.51,1.08,1.03,0.97,1.12,0.99
20160517,-0.91,-2.02,-1.46,-1.44,-1.06,-0.86,-0.49,-0.23,-0.64,-0.71,-0.95
20160518,0.26,0.86,0.69,0.42,0.09,0.23,-0.05,-0.08,-0.33,0.2,0.1
20160519,-0.76,-1.5,-0.76,-0.89,-0.55,-0.6,-0.36,-0.37,-0.29,-0.45,-0.33
20160520,0.86,2.1,2.12,2.03,1.67,1.62,1.42,1.16,0.91,0.7,0.75
20160523,0.95,0.27,0.04,0.01,-0.07,-0.02,-0.03,-0.08,-0.16,-0.25,-0.18
20160524,1.09,2.49,2.16,2.19,1.99,1.56,1.58,1.62,1.2,1.42,1.43
20160525,0.82,0.68,0.97,0.89,0.95,1.19,0.84,1.26,0.83,0.67,0.72
20160526,0,-0.43,-0.56,-0.37,-0.23,-0.06,-0.09,-0.42,0.06,-0.06,-0.04
20160527,0.63,0.86,1.04,1.33,0.85,0.83,0.8,0.73,0.44,0.48,0.49
20160531,0.51,0.56,0.55,0.57,0.42,0.33,0.3,0.45,0.19,-0.06,-0.01
20160601,0.83,0.91,0.68,0.81,1.09,0.42,0.45,0.25,0.26,0.26,0.2
20160602,0.21,0.69,0.85,0.55,0.68,1.1,0.74,0.65,0.69,0.4,0.35
20160603,-0.07,-0.54,-0.87,-0.94,-0.72,-0.72,-0.7,-0.78,-0.27,-0.35,-0.38
20160606,1.65,1.62,1.96,1.7,1.49,1.41,1.3,1.04,0.64,0.68,0.6
20160607,0.62,-0.17,0.16,0.39,0.49,0.36,0.27,0.54,0.37,0,0.12
20160608,1,1.12,0.76,0.86,0.64,0.26,0.27,0.3,0.27,0.35,0.37
20160609,-0.69,-0.98,-1.03,-0.96,-0.94,-0.95,-0.69,-0.44,-0.33,-0.34,-0.27
20160610,-1.03,-1.47,-1.76,-1.67,-1.96,-2.13,-1.95,-1.87,-1.59,-1.07,-1.05
20160613,-0.91,-0.88,-1.21,-1.57,-1.17,-1.31,-1.29,-1.08,-0.58,-0.87,-0.84
20160614,-0.56,-0.54,-0.32,-0.34,0.05,-0.59,-0.44,-0.61,-0.28,-0.3,-0.19
20160615,0.53,0.4,0.16,0.11,0.24,0.37,0.29,0.18,0.15,-0.19,-0.11
20160616,-0.33,-0.04,-0.06,-0.35,-0.1,-0.58,-0.23,-0.21,0.01,0.28,0.24
20160617,-0.06,-0.17,-0.17,-0.2,-0.08,0.36,0.07,0.08,0.32,-0.17,-0.3
20160620,0.94,1.32,1.55,1.49,1.34,1.17,1.41,1.16,0.94,0.61,0.71
20160621,-0.36,-0.68,-0.36,-0.53,-0.33,-0.21,-0.35,0.13,0.19,0.14,0.21
20160622,-0.26,-0.85,-0.42,-0.68,-0.36,-0.24,-0.05,-0.22,-0.1,-0.31,-0.2
20160623,0.92,2.4,2.52,2.41,2.22,2.25,1.83,1.79,1.59,1.56,1.45
20160624,-1.98,-3.63,-4.16,-4.34,-4.37,-4.73,-4.49,-4.97,-4,-4.08,-3.7
20160627,-2.41,-4.07,-3.79,-3.76,-3.71,-4.19,-3.57,-3.85,-2.7,-2.33,-2.07
20160628,1.99,1.92,1.93,1.9,1.71,2.31,2.27,2.44,2.08,1.9,1.76
20160629,0.86,2.02,2.3,2.14,2.87,2.36,2.21,2.12,1.84,2.03,1.8
20160630,0.4,1.34,1.88,1.83,1.64,1.67,1.55,1.41,1.77,1.27,1.42
20160701,1.44,0.88,0.8,0.51,0.47,0.47,0.38,0.24,0.21,0.2,0.24
20160705,-1.11,-1.78,-1.82,-1.9,-1.93,-1.79,-1.68,-1.52,-1.26,-0.74,-0.85
20160706,0.5,0.91,0.91,0.85,0.65,0.6,0.83,0.67,0.61,0.57,0.62
20160707,0.3,0.46,0.33,0.5,0.27,0.37,0.34,0.44,0.11,-0.03,0.02
20160708,1.74,2.57,2.57,2.66,2.46,2.11,1.72,1.96,1.89,1.55,1.6
20160711,0.62,1.07,1.19,1.21,1.03,0.64,0.49,0.52,0.28,0.37,0.43
20160712,1.15,1.82,1.61,1.57,1.63,1.42,1.4,1.06,1.27,0.61,0.75
20160713,-0.35,-0.28,-0.53,-0.68,-0.41,-0.49,-0.3,-0.22,-0.1,0.09,-0.05
20160714,0.03,-0.04,-0.1,0.26,0.42,0.45,0.31,0.39,0.49,0.62,0.51
20160715,0.44,0.53,0.3,0.1,0.21,0.08,0.02,-0.05,-0.06,-0.1,-0.05
20160718,0.07,0.33,0.29,0.24,0.25,0.2,0.28,0.14,0.14,0.21,0.25
20160719,-0.53,-1.23,-0.82,-0.97,-0.67,-0.57,-0.43,-0.1,-0.4,-0.23,-0.22
20160720,0.88,1.03,0.86,0.95,0.67,0.84,0.9,0.7,0.37,0.41,0.48
20160721,-0.11,-0.63,-0.3,-0.62,-0.54,-0.66,-0.39,-0.34,-0.51,-0.23,-0.38
20160722,0.44,0.51,0.66,0.83,0.72,0.97,0.35,0.63,0.72,0.49,0.48
20160725,-0.5,-0.49,-0.33,-0.11,-0.46,-0.33,-0.26,-0.15,-0.2,-0.21,-0.27
20160726,0.33,0.72,0.77,0.99,0.81,0.62,0.65,0.65,0.69,0.15,0.13
20160727,0.58,0.59,0.54,0.23,0.09,-0.26,-0.56,-0.67,-0.66,-0.3,-0.14
20160728,0.01,-0.82,-0.44,-0.39,0.03,0.36,0.18,0.24,0.58,0.05,0.18
20160729,0.06,0.17,0.08,0.08,0.22,0.41,0.09,0.07,0.3,0.01,0.17
20160801,-0.14,-0.11,-0.17,-0.15,-0.4,-0.4,-0.47,-0.41,-0.65,-0.08,-0.16
20160802,-0.84,-1.28,-1.3,-1.46,-1.12,-1.46,-1.19,-1.04,-0.84,-0.62,-0.7
20160803,1.12,1.19,0.82,1.12,1.29,0.84,0.93,0.71,0.74,0.47,0.45
20160804,0.49,-0.1,0.02,0.13,0.13,0.36,-0.26,0.14,0.04,-0.04,0.05
20160805,0.85,1.75,1.54,1.64,1.52,1.33,1.09,0.97,0.72,0.87,0.93
20160808,0.52,0.32,-0.03,0.25,-0.13,-0.02,0.07,0.03,-0.02,-0.15,-0.06
20160809,-0.13,0.26,-0.13,0.14,-0.29,0.1,-0.37,-0.02,-0.11,0.08,0.05
20160810,-1.02,-1.01,-0.85,-0.59,-0.94,-0.41,-0.54,-0.15,-0.45,-0.17,-0.29
20160811,0.59,0.71,0.5,0.89,0.72,0.58,0.59,0.89,0.66,0.54,0.54
20160812,0.19,-0.12,0.13,0.27,-0.06,-0.12,-0.1,-0.14,-0.07,-0.04,-0.06
20160815,0.88,1.17,1.21,1.24,1.17,0.98,0.9,0.66,0.54,0.26,0.39
20160816,0.02,-0.41,-0.66,-0.78,-0.74,-0.78,-0.93,-0.71,-0.71,-0.53,-0.57
20160817,-0.01,-0.34,-0.57,-0.31,-0.33,-0.31,-0.36,-0.1,0.12,0.18,0.12
20160818,0.54,0.89,0.68,0.8,0.94,1.04,0.82,0.68,0.67,0.24,0.32
20160819,0.03,-0.17,-0.21,0.01,-0.08,0.02,0.12,0.22,0.01,-0.11,-0.11
20160822,0.43,0.28,0.44,0.22,-0.03,-0.13,0.1,0.07,-0.05,0.01,-0.02
20160823,0.4,0.82,0.75,0.87,0.76,0.74,0.65,0.54,0.27,0.17,0.27
20160824,-0.69,-0.92,-1.04,-1.16,-0.81,-0.92,-0.9,-0.53,-0.85,-0.53,-0.56
20160825,-0.19,0.41,0,0.27,0.1,0.12,0.09,0.25,-0.03,-0.23,-0.08
20160826,-0.08,0.13,-0.14,-0.05,-0.01,-0.14,-0.25,-0.33,-0.26,-0.21,-0.15
20160829,0.75,0.57,0.47,0.6,0.46,0.51,0.63,0.56,0.63,0.51,0.53
20160830,0.06,0.38,0.09,0.08,0.02,0.05,-0.16,0.08,-0.38,-0.14,-0.14
20160831,-0.38,-0.57,-0.66,-0.7,-0.43,-0.42,-0.5,-0.32,-0.39,-0.2,-0.24
20160901,0.03,-0.02,0.17,-0.13,-0.06,-0.08,0,0.07,0,0.01,0.03
20160902,0.63,0.84,0.97,0.97,0.99,0.99,0.85,0.78,0.56,0.48,0.53
20160906,0.67,0.45,0.3,0.12,0.24,0,-0.17,-0.05,0.16,0.34,0.26
20160907,-0.05,0.8,0.9,0.8,0.49,0.43,0.54,0.36,0.3,-0.07,0.09
20160908,0.97,0.35,-0.04,-0.25,-0.02,-0.15,-0.05,-0.31,-0.19,-0.08,-0.18
20160909,-1.97,-3.02,-3.04,-2.97,-2.97,-2.9,-2.73,-2.6,-2.8,-2.36,-2.47
20160912,0.72,1.36,1.27,1.54,1.37,1.28,1.35,1.32,1.66,1.46,1.44
20160913,-1.32,-2.01,-1.88,-1.73,-1.91,-1.87,-1.8,-1.47,-1.74,-1.46,-1.48
20160914,0.06,0.38,-0.06,-0.05,-0.5,-0.22,-0.27,-0.21,-0.23,-0.1,-0.08
20160915,0.66,1.35,1.31,1.38,1.42,1.19,1,1.09,1.11,0.96,1.07
20160916,0.31,0.26,0.02,0.02,-0.7,-0.18,-0.45,-0.54,-0.41,-0.32,-0.36
20160919,0.25,0.42,0.67,0.56,0.5,0.52,0.47,0.43,0.2,0.09,0.05
20160920,0.67,-0.17,-0.13,-0.64,-0.58,-0.39,-0.45,-0.4,-0.2,0.03,-0.02
20160921,0.64,1.19,1.38,1.36,1.59,1.45,1.11,1.32,1.53,1.18,1.12
20160922,0.73,1.55,1.58,1.58,1.43,1.21,1.04,0.76,0.76,0.53,0.7
20160923,0.16,-0.58,-0.77,-0.59,-0.79,-0.74,-0.57,-0.66,-0.54,-0.64,-0.6
20160926,-0.86,-1.18,-1.31,-1.4,-0.85,-0.86,-0.65,-0.72,-0.61,-0.9,-0.88
20160927,0.32,0.73,0.63,0.38,0.4,0.39,0.46,0.46,0.44,0.6,0.64
20160928,0.29,1.03,0.93,0.94,1.1,0.84,0.8,0.68,0.88,0.42,0.56
20160929,-0.68,-1.35,-1.5,-1.24,-1.45,-1.09,-0.97,-1.08,-0.7,-0.94,-0.98
20160930,1.12,1.32,1.38,1.3,1.23,1.06,0.96,0.93,0.89,0.79,0.88
20161003,0.22,-0.02,-0.17,-0.38,-0.37,-0.38,-0.39,-0.37,-0.26,-0.22,-0.26
20161004,-0.94,-0.36,-0.3,-0.32,-0.48,-0.52,-0.56,-0.56,-0.71,-0.49,-0.46
20161005,0.74,1.14,1.01,1.09,1.06,0.82,0.95,0.7,0.77,0.41,0.58
20161006,-0.53,-0.66,-0.55,-0.3,0.06,-0.04,-0.22,0.07,-0.12,0.01,-0.06
20161007,-0.37,-0.87,-0.89,-0.9,-0.78,-0.69,-0.73,-0.42,-0.61,-0.41,-0.38
20161010,0.5,1.38,1.27,1.04,0.91,0.82,0.85,0.47,0.54,0.41,0.52
20161011,-1.21,-1.85,-1.94,-1.87,-1.74,-1.77,-1.65,-1.35,-1.72,-1.27,-1.3
20161012,-0.42,-0.11,-0.28,-0.23,-0.14,-0.08,-0.05,0.08,0.12,0.12,0.06
20161013,-1.05,-1.56,-1.01,-1.34,-1.07,-0.75,-0.47,-0.66,-0.21,-0.23,-0.42
20161014,-0.33,-0.16,-0.3,-0.36,-0.22,-0.17,-0.23,-0.02,-0.14,0.03,0.01
20161017,-0.46,-0.43,-0.25,-0.4,-0.22,-0.26,-0.27,-0.22,-0.29,-0.4,-0.29
20161018,0.23,0.59,0.46,0.32,0.54,0.68,0.81,0.66,0.69,0.73,0.6
20161019,0.34,0.52,0.4,0.37,0.48,0.56,0.36,0.57,0.39,0.29,0.25
20161020,0.19,-0.07,0,-0.42,-0.27,-0.38,-0.32,-0.3,-0.19,-0.06,-0.16
20161021,-0.03,-0.33,-0.12,-0.26,-0.15,0.01,-0.11,0.09,-0.23,0.1,0.02
20161024,-0.24,0.41,0.53,0.73,0.58,0.51,0.37,0.54,0.26,0.51,0.54
20161025,-0.95,-1.2,-0.87,-1.29,-0.85,-0.91,-0.75,-0.91,-0.72,-0.45,-0.46
20161026,-0.77,-0.94,-0.84,-0.82,-0.72,-0.48,-0.44,0.02,-0.38,0.03,-0.23
20161027,-0.9,-1.08,-0.78,-1.52,-1.31,-0.73,-0.8,-0.56,-0.47,-0.16,-0.33
20161028,-0.96,-0.5,-0.49,-0.23,-0.1,-0.15,0.01,0.21,0.13,-0.33,-0.29
20161031,-0.62,-0.11,0.18,0.14,0.2,0.32,0.36,0.4,0.14,0.02,0.02
20161101,-0.84,-0.94,-1.13,-1.05,-0.84,-1.03,-0.56,-0.77,-0.73,-0.73,-0.68
20161102,-1.25,-1.45,-1.33,-1.14,-1.48,-1.23,-1.06,-0.92,-0.83,-0.43,-0.73
20161103,-1.62,-1,-0.98,-0.59,-0.62,-0.21,-0.44,-0.26,-0.33,-0.36,-0.4
20161104,0.04,0.84,1.24,0.78,0.37,0.17,0.11,-0.08,0.2,-0.1,-0.12
20161107,1.43,2.38,2.4,2.71,2.39,2.43,2.37,2.04,2.09,2.28,2.23
20161108,0.22,0.25,0.23,0.23,0.39,0.07,0.13,0.33,0.53,0.44,0.4
20161109,2.15,4.33,4.25,3.63,3.15,2.45,2.56,1.14,1.31,1.33,1.46
20161110,1.57,2.76,2.3,2.03,1.41,1.18,0.78,0.65,0.26,0.32,0.32
20161111,2.19,3.4,2.71,2.59,2.01,1.18,0.74,0.38,-0.09,-0.27,0.18
20161114,0.79,0.63,1.25,1.63,1.28,1.47,1.93,1,0.65,0.01,0.21
20161115,0.35,0.51,0.23,0.24,0.47,0.86,0.57,0.83,1.24,0.68,0.8
20161116,1.06,0.47,-0.34,-0.09,-0.01,-0.37,-0.17,-0.14,-0.41,-0.16,-0.12
20161117,0.45,0.49,0.79,0.79,0.66,0.5,0.71,0.99,0.54,0.56,0.56
20161118,0.52,0.74,0.27,0.24,0.31,0.1,-0.22,-0.29,-0.18,-0.24,-0.16
20161121,0.63,0.69,0.36,0.48,0.65,0.91,0.87,0.83,0.98,0.7,0.77
20161122,0.3,1.08,0.84,0.95,0.75,0.45,0.29,0.13,0.35,0.2,0.31
20161123,0.39,0.73,0.98,0.69,0.63,0.61,0.58,0.37,0.33,0.09,0.16
20161125,0.87,0.28,0.4,0.36,0.29,0.22,0.33,0.39,0.39,0.41,0.4
20161128,-0.65,-1.63,-1.54,-1.56,-1.22,-1.2,-0.94,-0.93,-0.69,-0.43,-0.64
20161129,-0.47,-0.44,-0.36,-0.25,-0.49,-0.16,-0.03,0.12,-0.04,0.23,0.11
20161130,-0.4,-0.53,-0.32,-0.33,0.36,0.32,0.03,-0.28,0,-0.3,-0.25
20161201,-0.69,-0.42,-0.68,-0.84,-0.48,-0.42,-0.31,-0.42,-0.69,-0.34,-0.36
20161202,0.18,0.14,0.3,-0.1,-0.11,0.18,0.05,-0.13,0.23,0.03,0
20161205,1.21,2.21,1.97,1.88,1.75,1.38,1.11,1.02,0.82,0.46,0.75
20161206,0.87,1.43,0.97,1.19,1.03,0.92,0.94,0.77,0.38,0.25,0.48
20161207,0.49,0.48,0.55,0.69,1.04,0.94,0.84,1.45,1.31,1.25,1.26
20161208,1.37,1.74,1.74,1.83,1.44,1.31,0.97,0.75,0.45,0.04,0.36
20161209,0.82,0.45,0.38,-0.08,0.18,-0.05,0.01,-0.02,0.14,0.59,0.46
20161212,-1.04,-1.07,-1.13,-1.3,-1.41,-1.07,-0.86,-0.68,-0.51,-0.14,-0.3
20161213,-0.15,0.11,-0.16,-0.07,0.14,0.21,0.24,0.3,0.54,0.64,0.6
20161214,-1.12,-1.08,-1.25,-1.11,-1.44,-1.3,-1.19,-1.03,-1.04,-0.81,-0.82
20161215,0.31,1.04,0.82,0.88,0.81,0.49,0.54,0.26,0.53,0.4,0.46
20161216,0.23,0.4,-0.18,-0.3,-0.25,-0.18,-0.2,-0.54,-0.29,-0.03,-0.22
20161219,0.21,0.76,0.47,0.33,0.47,0.5,0.29,0.21,0.06,0.05,0.22
20161220,0.46,1.17,1.13,0.9,0.59,0.63,0.36,0.35,0.43,0.31,0.44
20161221,-0.32,-0.59,-0.76,-0.63,-0.47,-0.39,-0.34,-0.17,-0.12,-0.16,-0.24
20161222,-0.43,-1.06,-1.07,-1.21,-0.95,-0.98,-0.57,-0.78,-0.3,-0.17,-0.3
20161223,1,0.85,0.98,0.8,0.49,0.4,0.41,0.26,0.29,0.18,0.19
20161227,0.28,0.27,0.29,0.43,0.75,0.46,0.4,0.35,0.35,0.22,0.27
20161228,-1.15,-0.8,-1.12,-1.22,-1.32,-1.15,-1.04,-1.16,-1.04,-0.81,-0.87
20161229,-0.36,-0.12,-0.17,0.08,0.08,0.1,0.02,0.03,0.07,-0.02,-0.04
20161230,0.1,-0.61,-0.51,-0.48,-0.58,-0.49,-0.52,-0.4,-0.54,-0.48,-0.52
20170103,1.04,1.08,0.89,0.91,0.94,0.77,0.8,0.6,1.02,0.79,0.83
20170104,1.52,1.97,1.89,2.02,1.66,1.68,1.83,1.46,1,0.75,0.79
20170105,0.12,-1.44,-1.42,-1.13,-0.97,-0.85,-0.5,-0.59,-0.28,-0.04,-0.21
20170106,-0.13,-0.57,-0.4,-0.36,-0.3,-0.09,0.08,0.37,0.27,0.42,0.29
20170109,-0.11,-1.05,-0.98,-0.24,-0.73,-0.79,-0.35,-0.66,-0.41,-0.33,-0.37
20170110,1.23,2.31,1.21,0.76,0.99,0.77,0.5,0.39,0.31,0.1,0.16
20170111,0.44,-0.19,-0.09,0.21,0.45,0.37,0.13,0.52,0.29,0.27,0.31
20170112,-0.37,-1.31,-0.88,-0.89,-0.81,-0.66,-0.29,-0.15,-0.33,-0.18,-0.3
20170113,0.74,0.92,0.98,0.92,0.84,0.5,0.5,0.56,0.26,0.19,0.29
20170117,-0.82,-1.74,-1.66,-1.48,-1.29,-0.95,-0.99,-0.62,-0.23,-0.18,-0.49
20170118,-0.1,0.36,0.43,0.43,0.33,0.47,0.46,0.36,0.49,0.19,0.24
20170119,-0.73,-1.06,-1.01,-0.88,-0.97,-0.81,-0.53,-0.6,-0.29,-0.33,-0.38
20170120,0.51,0.34,0.14,0.48,0.48,0.43,0.34,0.31,0.34,0.27,0.33
20170123,-0.81,-0.42,-0.5,-0.34,-0.45,-0.46,-0.32,-0.35,-0.27,-0.42,-0.29
20170124,1.14,1.65,1.41,1.7,1.64,1.56,1.3,1.32,1.08,0.67,0.83
20170125,1.05,1.07,1.27,1.08,1.12,0.98,0.73,0.99,0.76,0.7,0.84
20170126,-0.11,-0.91,-0.83,-0.81,-0.52,-0.31,-0.14,-0.28,-0.35,-0.14,-0.1
20170127,0.12,-0.15,0.05,-0.42,-0.35,-0.49,-0.58,-0.29,-0.08,-0.07,-0.12
20170130,-1.3,-1.83,-1.53,-1.52,-1.21,-1.1,-0.82,-0.62,-0.61,-0.51,-0.68
20170131,0.17,0.66,1.13,0.91,0.74,0.48,0.5,0.26,0.19,0.07,0
20170201,0.06,-0.16,-0.03,-0.14,-0.11,-0.2,-0.02,-0.15,-0.16,-0.17,0.04
20170202,0.16,-0.4,-0.14,-0.42,-0.2,-0.04,-0.08,0.21,0.31,0.03,-0.02
20170203,0.89,1.53,1.4,1.36,1.66,1.4,1.15,0.98,0.62,0.76,0.82
20170206,-0.18,-0.79,-0.84,-0.99,-0.97,-0.76,-0.38,-0.22,-0.28,-0.23,-0.27
20170207,-0.08,-0.61,-0.48,-0.53,-0.39,-0.34,-0.38,-0.13,-0.1,0.09,-0.01
20170208,-0.58,-0.26,-0.34,-0.21,-0.14,0.03,0.06,0.21,0.33,0.17,0.06
20170209,1.13,1.32,1.47,1.79,1.32,1.37,1.01,0.82,0.83,0.61,0.72
20170210,0.65,0.89,0.84,0.92,0.8,0.63,0.66,0.58,0.35,0.46,0.38
20170213,0.36,0.19,0.28,0.15,0.15,0.17,0.19,0.33,0.38,0.54,0.49
20170214,0.44,0.43,0.4,0.5,0.45,0.59,0.46,0.33,0.31,0.42,0.45
20170215,0.25,0.49,0.99,0.69,0.62,0.51,0.53,0.59,0.42,0.53,0.54
20170216,-0.35,-0.81,-0.25,-0.31,-0.54,-0.41,-0.46,-0.18,-0.38,-0.16,-0.16
20170217,0.7,0.17,-0.03,-0.01,0.17,-0.11,0.27,0.2,0.26,0.24,0.2
20170221,0.15,0.21,0.51,0.9,0.83,0.77,0.78,0.54,0.67,0.57,0.6
20170222,-0.71,-0.59,-0.48,-0.58,-0.56,-0.53,-0.41,-0.27,-0.37,-0.06,-0.15
20170223,-0.78,-0.6,-0.47,-1.05,-0.62,-0.58,-0.56,-0.33,-0.33,-0.02,-0.11
20170224,-0.08,0.11,0.05,0.03,-0.17,0.13,0,0.26,0.35,0.28,0.15
20170227,1.32,1.38,1.36,1.1,0.91,0.89,0.7,0.35,0.26,0.01,0.22
20170228,-1.62,-1.82,-1.35,-1.78,-1.84,-1.24,-0.95,-0.6,-0.44,-0.3,-0.42
20170301,1.03,2.13,1.98,1.77,1.96,1.78,1.65,1.29,1.27,1.3,1.47
20170302,-0.43,-1.44,-1.34,-1.05,-1.27,-1.05,-1.04,-0.77,-0.86,-0.44,-0.7
20170303,-0.23,-0.25,-0.03,-0.35,-0.09,0.08,0.15,0.04,0.11,0,0.09
20170306,-0.9,-0.94,-0.97,-0.82,-0.67,-0.68,-0.59,-0.65,-0.47,-0.27,-0.38
20170307,-0.35,-0.8,-0.72,-0.81,-0.78,-0.82,-0.51,-0.36,-0.6,-0.35,-0.36
20170308,-0.19,-0.6,-0.46,-0.24,-0.41,-0.53,0.01,-0.16,-0.35,-0.13,-0.19
20170309,-0.05,-0.29,-0.71,-0.38,-0.34,-0.18,-0.21,-0.12,0.02,0.07,0.04
20170310,-0.11,0.14,0.74,0.52,0.31,0.49,0.6,0.52,0.44,0.31,0.34
20170313,1.03,0.48,0.27,0.25,0.28,0.08,0.12,0.24,0.35,0.11,0.13
20170314,-0.88,-0.68,-0.91,-0.5,-0.66,-0.64,-0.49,-0.4,-0.55,-0.33,-0.36
20170315,0.63,1.78,1.36,1.58,1.57,1.46,1.29,0.97,1.19,0.83,0.86
20170316,0.56,0.84,0.26,0.78,0.27,0.03,-0.07,-0.01,-0.36,-0.18,-0.06
20170317,0.51,0.34,0.51,0.34,0.2,0.14,-0.04,0.13,0,-0.06,-0.08
20170320,-0.41,-0.55,-0.5,-0.59,-0.4,-0.64,-0.45,-0.39,-0.26,-0.31,-0.25
20170321,-2.12,-2.93,-2.99,-2.87,-2.65,-2.31,-2,-1.81,-1.34,-1.18,-1.48
20170322,-0.8,-0.6,-0.1,-0.24,-0.19,-0.02,0.03,0.31,0.33,0.13,0.16
20170323,0.67,1.13,0.74,0.63,0.5,0.23,0.09,0.09,-0.09,-0.09,-0.03
20170324,0.37,0.07,0.03,0.12,-0.04,0.02,0.15,-0.01,0.1,-0.05,-0.05
20170327,0.85,0.67,0.52,0.26,0.34,0.16,0.03,-0.06,-0.04,-0.09,-0.05
20170328,0.61,0.62,0.58,0.76,0.95,0.94,0.9,0.76,0.77,0.67,0.72
20170329,1.06,0.81,0.49,0.61,0.56,0.66,0.27,0.37,0.44,0.07,0.18
20170330,0.34,0.74,0.92,0.75,0.78,0.64,0.41,0.12,0.12,0.27,0.36
20170331,0.42,0.31,0.32,0.13,0.33,0.07,0.21,-0.08,-0.09,-0.22,-0.16
20170403,-1.29,-1.27,-1.53,-1.49,-1.29,-0.91,-0.82,-0.58,-0.36,-0.23,-0.28
20170404,-0.92,-0.39,-0.21,-0.25,-0.08,-0.24,0.08,-0.3,-0.05,0.07,0.05
20170405,-1.16,-1.26,-1.11,-1.27,-1.17,-0.84,-0.78,-0.56,-0.26,-0.28,-0.44
20170406,0.87,1,1.04,1.09,0.95,0.92,0.7,0.77,0.59,0.26,0.32
20170407,-0.05,0.06,-0.1,0.05,-0.12,-0.1,-0.1,-0.19,-0.06,-0.04,-0.08
20170410,0.08,0.24,0.12,0.39,0.49,0.34,0.31,0.29,0.18,0.13,0.08
20170411,0.15,0.93,0.76,0.79,0.52,0.36,0.12,0.18,0.05,-0.15,-0.05
20170412,-0.55,-1.58,-1.18,-1.33,-1.32,-1.11,-0.93,-0.69,-0.65,-0.39,-0.49
20170413,-0.52,-1.18,-1.14,-1.08,-1.22,-1.12,-0.93,-0.79,-0.68,-0.6,-0.75
20170417,0.6,1.02,1.05,1.14,1.09,0.99,1.05,0.97,0.78,0.78,0.89
20170418,-0.69,-0.05,-0.15,0,0.11,-0.05,0.01,-0.17,-0.5,-0.28,-0.25
20170419,0.37,0.27,0.28,0.47,0.13,0.34,0.32,0.2,0.04,-0.1,-0.08
20170420,0.73,1.36,1.69,1.36,1.26,1.09,0.78,0.95,0.95,0.74,0.83
20170421,-0.29,-0.28,-0.45,-0.46,-0.31,-0.27,-0.35,-0.23,-0.22,-0.27,-0.28
20170424,0.7,1.48,1.4,1.43,1.25,1.3,1.12,1.14,1.2,1.06,1.18
20170425,0.71,1.28,1.33,1.01,0.92,0.83,0.59,0.46,0.57,0.65,0.66
20170426,0.98,1.26,0.97,0.4,0.72,0.05,0.31,0.21,0.19,-0.02,0.04
20170427,-0.36,-0.59,-0.36,-0.16,-0.24,-0.14,0.08,0.09,0.02,0.15,0.05
20170428,-0.43,-1.23,-0.88,-0.96,-1.23,-0.97,-0.8,-0.62,-0.61,-0.23,-0.3
20170501,0.04,0.12,0.64,0.22,0.11,0.22,0.17,0.03,0.02,0,0.21
20170502,-0.59,-0.62,-0.2,-0.28,-0.36,0.04,-0.14,-0.04,0.26,0.15,0.03
20170503,-0.54,-0.44,-1.01,-0.7,-0.52,-0.28,-0.38,-0.45,-0.43,-0.13,-0.19
20170504,-0.7,-0.19,-0.28,0.03,-0.33,-0.16,-0.16,0.01,-0.1,0.21,0.02
20170505,0.52,0.16,0.33,0.84,0.68,1.16,1,0.9,0.61,0.46,0.46
20170508,0.01,0.19,-0.43,-0.44,-0.3,-0.72,-0.34,-0.34,-0.09,-0.23,-0.04
20170509,0.06,0.12,0.51,0.14,0.19,-0.17,-0.01,-0.13,0.17,-0.1,-0.05
20170510,0.49,0.31,0.48,0.55,0.48,0.72,0.51,0.29,0.52,0.1,0.21
20170511,-0.33,-0.7,-0.56,-0.85,-0.61,-0.51,-0.54,-0.66,-0.36,-0.15,-0.26
20170512,-0.37,-0.82,-0.54,-0.74,-0.67,-0.53,-0.49,-0.48,-0.38,-0.17,-0.18
20170515,0.52,0.88,0.78,0.67,0.97,0.79,0.76,0.82,0.65,0.47,0.53
20170516,-0.44,-0.17,-0.12,-0.03,0.13,-0.16,-0.26,-0.16,-0.24,-0.18,-0.03
20170517,-2.16,-2.84,-2.77,-3.08,-2.75,-2.53,-2.03,-1.91,-1.62,-1.58,-1.97
20170518,0.26,0.39,0.19,0.24,0.22,0.1,0.24,0.18,0.33,0.35,0.4
20170519,0.9,0.42,0.38,0.45,0.68,0.92,1,0.74,1.02,0.66,0.7
20170522,0.28,0.84,0.69,0.71,0.72,0.62,0.48,0.66,0.69,0.49,0.56
20170523,-0.01,0.25,0.23,0.23,0.14,0.12,0.04,-0.01,-0.11,0.16,0.18
