,smbm1,smbm2,smbm3,bigbm1,bigbm2,bigbm3,Mkt-RF,SMB,HML,RF
19320102,0.9,0.29,5.11,-1.84,-1.54,3.6,-1.56,2.03,4.82,0.058
19320109,2.28,5.55,12.75,6.09,10.68,15.09,7.21,-3.76,9.73,0.058
19320116,4.2,3.83,5.11,3.15,6.02,7.61,4.09,-1.22,2.69,0.058
19320123,-4.68,-3.94,-4.88,-5.54,-6.45,-7.33,-5.62,1.94,-1,0.058
19320130,0.96,0.04,-1.22,-2.99,-4.12,-4.8,-3.13,3.89,-1.99,0.058
19320206,-5.08,-2.27,-2.34,-1.6,-4.77,-4.1,-2.34,0.26,0.12,0.057
19320213,3.55,5.57,5.76,13.61,15.65,13.1,13.39,-9.16,0.85,0.057
19320220,0.18,0.59,-0.61,-1.89,-4.6,-4.84,-2.36,3.83,-1.87,0.057
19320227,-1.25,-2.86,-1.24,-2.21,-2.56,-3,-2.24,0.81,-0.39,0.057
19320305,2.92,5.35,4.8,6.51,7.29,7.03,6.61,-2.59,1.2,0.041
19320312,-2.25,-1.93,-1.23,-3.18,-4.6,-2.32,-3.45,1.56,0.94,0.041
19320319,-4.65,-5.12,-5.92,-6.21,-8.84,-9.25,-6.7,2.87,-2.16,0.041
19320326,-1.64,-2.83,-3.36,-4.41,-4.48,-4.57,-4.38,1.87,-0.94,0.041
19320402,-6.32,-7.91,-7.2,-5.17,-8.55,-11.64,-5.98,1.31,-3.67,0.029
19320409,-10.67,-10.81,-9.54,-9.3,-11.35,-13.39,-9.57,1,-1.48,0.029
19320416,-2.37,2.01,-0.79,-0.95,1.16,6.84,-0.06,-2.73,4.69,0.029
19320423,-1.96,-6.07,-1.63,-4.79,-2.73,-1.91,-4.31,-0.08,1.6,0.029
19320430,-4.89,-0.62,-2.23,-2.2,-5.31,-4.27,-2.79,1.34,0.29,0.029
19320507,-1.11,-2.29,2.6,2.72,1.65,1.64,2.53,-2.27,1.32,0.015
19320514,-2.21,-4.32,-4.15,-7.18,-10.43,-9.61,-7.45,5.52,-2.19,0.015
19320521,-2.44,-3.53,-2.83,0.72,-1.52,0.49,-0.08,-2.83,-0.32,0.015
19320528,-9.83,-11.92,-9.86,-9.47,-11.28,-13.55,-10.11,0.9,-2.05,0.015
19320604,2.39,3.56,5.08,4.33,12.73,12.32,6.34,-6.12,5.34,0.005
19320611,0.07,0.03,-0.91,-4.86,-7.39,-5.8,-5.31,5.75,-0.96,0.005
19320618,0.98,-0.79,3.48,-0.2,-0.07,5.92,0.03,-0.66,4.31,0.005
19320625,-2.39,0.16,-3.55,-4.67,-6.19,-8.5,-4.72,4.52,-2.5,0.005
19320701,-3.71,-0.67,-2.13,-0.28,-1.59,-0.66,-0.93,-1.32,0.6,0.006
19320709,1.55,0.97,1.67,-5.03,-0.87,2.74,-2.41,2.45,3.95,0.006
19320716,6.58,6.92,13.22,8.76,13.86,15.95,9.76,-3.95,6.92,0.006
19320723,0.5,9.34,10.2,4.63,8.25,12.04,5.5,-1.63,8.56,0.006
19320730,15.48,15.57,26.71,14.89,17.6,23.03,15.38,0.75,9.68,0.006
19320806,9.06,13.13,11.42,16.72,21.26,17.67,17.04,-7.35,1.66,0.008
19320813,2.87,8.72,11.34,-3.12,-0.8,0.8,-1.96,8.69,6.2,0.008
19320820,15.37,6.07,10.52,6.67,9.36,16.88,7.75,-0.32,2.68,0.008
19320827,11.97,20.44,32.62,11.75,16.25,18.67,13.46,6.12,13.79,0.008
19320903,16.13,10.59,8.66,4.23,7.24,11.47,5.27,4.14,-0.12,0.008
19320910,-1.23,0.78,-6.05,-2.39,-2.95,-1.58,-3.19,0.14,-2.01,0.008
19320917,-17.32,-16.74,-18.99,-11.31,-18.5,-20.99,-12.82,-0.75,-5.68,0.008
19320924,14.1,10.13,14.59,11.58,16.25,16.72,12.5,-1.91,2.81,0.008
19321001,-7.68,-6.79,-6.51,-3.68,-5.11,-6.31,-4.12,-1.96,-0.73,0.004
19321008,-14.51,-17.24,-23.37,-13.5,-20.83,-28.49,-15.62,2.56,-11.92,0.004
19321015,4.13,4.05,5.95,5.2,7.25,10.43,5.62,-2.92,3.52,0.004
19321022,-4.43,-5.44,-5.98,-4.38,-5.39,-4.56,-4.89,-0.5,-0.86,0.004
19321029,1.32,-0.98,-0.86,2.5,2.49,2.57,2.4,-2.7,-1.05,0.004
19321105,-0.6,-3.07,-5.55,-0.04,-3.28,-5.27,-1.79,-0.21,-5.09,0.005
19321112,15.08,11.31,15.02,9.01,13.79,14.25,10.03,1.46,2.59,0.005
19321119,-4.85,-6.63,-9.74,-4.09,-7.46,-11.25,-5.24,0.52,-6.03,0.005
19321126,-6.65,-5.65,-6.24,-4.85,-7.8,-6.99,-5.58,0.37,-0.86,0.005
19321203,-3,-6.89,-10.64,-3.58,-5.47,-12.21,-4.5,0.24,-8.14,0.003
19321210,2.87,3.9,1.64,7.77,7.34,10.94,7.58,-5.88,0.97,0.003
19321217,-1.07,-3.32,-4.61,0.5,-2.6,-3.44,-0.33,-1.15,-3.74,0.003
19321224,-11.06,-7.09,-10.76,-3.32,-9.11,-13.67,-4.95,-0.94,-5.02,0.003
19321231,4.04,6.36,7.13,2.78,8.12,9.68,3.62,-1.02,4.99,0.003
19330106,6.03,5.01,13.03,3.74,6.7,9.66,4.75,1.33,6.46,0.003
19330114,-0.59,-0.44,-0.61,-0.49,-0.51,1.39,-0.11,-0.67,0.93,0.003
19330121,-2.88,-2.6,-2.5,-1.5,-2.24,-2.59,-1.59,-0.55,-0.35,0.003
19330128,-2.15,0.64,-1.61,-1.12,-1.2,-2.03,-1.4,0.41,-0.19,0.003
19330204,-3.45,-4.83,-3.53,-6.3,-4.85,-1.46,-5.82,0.26,2.38,-0.007
19330211,2.59,1.62,3.85,3.31,5.23,9.02,3.44,-3.17,3.49,-0.007
19330218,-6.44,-4.88,-7.18,-5.59,-6.31,-8.14,-5.64,0.51,-1.65,-0.007
19330225,-9.47,-9.22,-11.67,-8.43,-11.09,-14.86,-8.94,1.34,-4.31,-0.007
19330303,-5.26,-1.34,0.74,3.93,3.27,3.91,3.64,-5.66,2.99,0.011
19330318,17.4,19.95,28.2,10.89,19.9,18.93,13.08,5.28,9.42,0.011
19330325,-1.41,-9.56,-6.09,-6.48,-5.42,-4.85,-6.17,-0.11,-1.52,0.011
19330401,-5.46,-4.45,-8.4,-4.94,-4.92,-8.16,-4.94,-0.1,-3.08,0.024
19330408,4.76,3.33,8.34,5.1,6.51,5.65,5.49,-0.28,2.06,0.024
19330415,14.25,8.6,6.22,5.28,7.86,8.22,5.87,2.57,-2.55,0.024
19330422,6.62,23.3,22.41,12.58,22.98,27.43,15.55,-3.55,15.32,0.024
19330429,16.83,11.95,12.15,6.93,6.69,6.71,7.08,6.87,-2.45,0.024
19330506,16.92,9.95,13.03,1.75,2.74,7.41,2.53,9.33,0.88,0.011
19330513,10.05,9.46,11.27,5.31,5.2,8.63,5.5,3.88,2.27,0.011
19330520,11.61,7.6,9.61,-0.77,-0.66,2.82,-0.3,9.14,0.79,0.011
19330527,23.48,18.64,16.26,10.91,14.3,14.28,11.9,6.3,-1.92,0.011
19330603,1.43,11.35,12.31,1.41,6.25,5.72,3.31,3.9,7.59,0.006
19330610,8.52,8.74,6.56,5.54,4.88,3.45,5.63,3.32,-2.02,0.006
19330617,-7.08,-8.83,-9.06,-4.22,-5.98,-2.63,-5.11,-4.05,-0.2,0.006
19330624,18.92,10.89,11.66,5.28,8.81,11.92,6.45,5.16,-0.31,0.006
19330701,7.97,10.37,8.95,4.75,6.86,12.05,5.64,1.21,4.14,0.005
19330708,4.26,6.65,12.48,4.23,8.29,15.15,6.01,-1.42,9.57,0.005
19330715,6.53,-0.02,1.09,0.33,-0.14,-0.72,0.15,2.71,-3.25,0.005
19330722,-24.33,-26.99,-27.66,-16.52,-23,-25.12,-18.85,-4.78,-5.97,0.005
19330728,8.32,17.62,18.49,6.65,7.92,11.12,7.6,6.25,7.32,0.005
19330804,-1.47,-1.98,-3.05,-1.99,-3.62,-3.23,-2.59,0.78,-1.41,0.006
19330811,4.44,3.3,3.09,4.35,5.53,6.12,4.88,-1.72,0.2,0.006
19330818,3.27,-0.6,-1.66,0.11,0.37,-1.01,-0.03,0.51,-3.03,0.006
19330825,3.34,4.56,5.29,5.47,8.84,11.55,6.4,-4.23,4.01,0.006
19330901,0.98,-1.24,-1.84,-0.61,0.11,-1.26,-0.53,-0.12,-1.74,0.004
19330909,-2.43,-4.02,-6.32,-3.72,-5.82,-7.58,-4.43,1.45,-3.88,0.004
19330916,3.43,3.69,3.94,3.6,5.27,5.76,4.11,-1.19,1.33,0.004
19330923,-5.45,-9.12,-9.88,-5.27,-7.58,-11.48,-6.24,-0.04,-5.32,0.004
19330930,-5.47,-5.72,-10.64,-4.96,-6.52,-8.35,-5.45,-0.67,-4.28,0.004
19331007,2.16,2.51,4.21,3.13,2.56,2.29,2.88,0.3,0.6,0.002
19331014,-1.11,-3.62,-3.73,-2.09,-4.04,-6.6,-2.75,1.42,-3.57,0.002
19331021,-12.96,-16.68,-20.18,-10.55,-15.52,-22.29,-12.45,-0.49,-9.47,0.002
19331028,7.54,13.16,16.76,8.27,12.54,18.09,9.57,-0.48,9.52,0.002
19331104,-0.58,-1.12,-0.53,0.71,3.06,3.94,1,-3.32,1.64,0.005
19331111,2.7,2.36,2.4,3.07,3.79,4.4,3.16,-1.27,0.51,0.005
19331118,1.65,0.34,1.05,1.76,1.8,-0.73,1.66,0.07,-1.54,0.005
19331125,-1.68,-1.05,-0.18,1.1,-0.22,1.13,0.73,-1.64,0.76,0.005
19331202,-1.53,-2.21,-4.09,-0.93,-0.82,-3.19,-1.15,-0.96,-2.41,0.005
19331209,5.14,5.12,6.64,3.25,4.52,9.61,3.81,-0.16,3.93,0.005
19331216,0.53,-2.63,-3.73,-3.7,-3.95,-6.81,-3.86,2.88,-3.68,0.005
19331223,-2.89,-2.46,-5.82,-1.05,-0.11,0.61,-1.09,-3.54,-0.63,0.005
19331230,1.97,3.19,4.01,3.21,1.29,0.83,2.73,1.28,-0.17,0.005
19340106,-0.09,-1.5,-0.81,-2.85,-2.15,-3.36,-2.82,1.99,-0.62,0.012
19340113,3.01,4.62,7.3,3.28,3.55,5.15,3.53,0.99,3.08,0.012
19340120,9.32,15.04,21.4,7.34,11.64,17.9,8.93,2.96,11.32,0.012
19340127,3.14,2.82,2.97,0.61,0.9,-0.04,0.9,2.49,-0.41,0.012
19340203,5.09,8.67,11.9,4.21,7.1,10.23,5.45,1.37,6.41,0.006
19340210,-3.86,-4.1,-4.38,-3.24,-5.08,-6.48,-3.78,0.82,-1.88,0.006
19340217,4.72,8.42,12.72,3.53,5.55,7.89,4.2,2.96,6.18,0.006
19340224,-2.48,-5.38,-6.94,-4.05,-6.16,-8.13,-4.8,1.18,-4.27,0.006
19340303,2.04,2.83,1.83,1.11,1.82,1.42,1.37,0.79,0.05,0.005
19340310,-1.22,-1.3,-2.47,-2.41,-2.72,-3.69,-2.49,1.28,-1.27,0.005
19340317,2.55,0.42,0.15,-0.22,-0.88,-0.82,-0.23,1.68,-1.51,0.005
19340324,-0.91,-1.21,-2.71,0.21,-0.23,-1.32,-0.03,-1.16,-1.66,0.005
19340331,0.03,0.61,1.28,0.12,0.44,1.29,0.25,0.02,1.21,0.005
19340407,3.8,1.74,3.3,1.48,2.41,3.16,1.96,0.6,0.59,0.002
19340414,1.11,0.59,0.87,0.29,0.54,0.25,0.41,0.5,-0.14,0.002
19340421,3.74,3.53,2.85,1.77,2.27,1.34,1.94,1.58,-0.66,0.002
19340428,-2.87,-3.52,-4.42,-3.39,-4.36,-4.59,-3.61,0.51,-1.38,0.002
19340505,-6.82,-6.98,-7.35,-5.16,-5.74,-9.42,-5.54,-0.28,-2.4,0.002
19340512,-9.16,-10.21,-13.33,-5.91,-9.26,-12.85,-7.09,-1.56,-5.55,0.002
19340519,5.88,6.5,8.74,3.83,6.62,9.54,4.92,0.38,4.29,0.002
19340526,-0.58,-1.63,-2.04,-0.24,-1.55,-1.96,-0.56,-0.16,-1.59,0.002
19340602,-3.46,-4.28,-4.94,-3.03,-4.57,-6.26,-3.54,0.39,-2.35,0.002
19340609,5.52,9.56,10.76,7.86,10.45,14.38,8.7,-2.28,5.88,0.002
19340616,1.27,0.79,-1.61,1.78,1.74,2.39,1.63,-1.82,-1.13,0.002
19340623,-4.09,-5.33,-6.08,-4.24,-5.62,-7.82,-4.64,0.73,-2.79,0.002
19340630,0.3,-0.54,-1.55,0,-0.49,-1,-0.14,-0.1,-1.43,0.002
19340707,-0.18,-0.27,-1.34,1.11,0.49,1.06,0.84,-1.48,-0.61,0.002
19340714,3.14,-0.02,0.33,1.56,-0.21,-1.63,0.59,1.24,-3,0.002
19340721,-9.5,-8.81,-10.97,-4.46,-4.5,-10.2,-5,-3.37,-3.6,0.002
19340728,-11.35,-12.5,-13.61,-6.24,-7.52,-12.1,-7.26,-3.87,-4.06,0.002
19340804,4.16,3.58,3.89,0.34,0.1,-2.65,0.26,4.62,-1.63,0.002
19340811,2.51,2.28,2.53,2.68,1.66,1.6,2.22,0.46,-0.53,0.002
19340818,1.75,1.23,2.77,1.1,1.3,0.95,1.17,0.8,0.44,0.002
19340825,5.53,6.38,7.15,4.84,4.95,12.88,5.4,-1.2,4.83,0.002
19340901,-3.77,-3.76,-4.91,-3.25,-3.6,-8.07,-3.66,0.82,-2.98,0.001
19340908,-2.14,-2.52,-2.96,-2.31,-1.42,-3.19,-1.95,-0.23,-0.85,0.001
19340915,-7.09,-6.8,-6.78,-3.63,-4.51,-7.89,-4.25,-1.55,-1.98,0.001
19340922,7.58,5.67,6.29,4.65,4.64,9.08,4.87,0.39,1.57,0.001
19340929,1.49,2.38,0.22,1.35,1.09,2.62,1.34,-0.32,0,0.001
19341006,1.07,-0.32,-0.29,-0.31,-1.94,-1.47,-0.87,1.39,-1.26,0.003
19341013,2.44,2.53,3.03,1.62,0.95,1.01,1.38,1.47,-0.01,0.003
19341020,-0.82,-1.11,-0.85,0.12,-0.48,-1.88,-0.27,-0.18,-1.01,0.003
19341027,-3.23,-2.73,-4.1,-2.05,-1.9,-4.51,-2.21,-0.53,-1.66,0.003
19341103,3.37,2.91,0.14,2.09,2.06,-0.03,1.9,0.76,-2.68,0.002
19341110,5.73,7.68,6.78,4.16,3.59,6.39,4.04,2.02,1.64,0.002
19341117,2.58,1.15,-0.89,0.11,-3.84,-3.23,-1.38,3.27,-3.4,0.002
19341124,3.91,2.53,3.15,2.77,3.41,2.93,2.9,0.16,-0.31,0.002
19341201,0.95,0.88,0.75,0.69,0.74,3.88,1.01,-0.91,1.5,0.003
19341208,0.76,1.09,0.55,-0.6,0.02,-1.3,-0.41,1.43,-0.45,0.003
19341215,-0.74,-2.83,-2.29,-2.6,-1.87,-2.46,-2.23,0.36,-0.7,0.003
19341222,-2.13,-2.18,-3.28,-0.42,-1.88,-4.58,-1.26,-0.24,-2.65,0.003
19341229,6.04,4.85,6.26,4,3.57,6.48,3.87,1.03,1.35,0.003
19350105,2.41,4.04,4.76,1.71,1.22,1.83,1.65,2.15,1.23,0.003
19350112,-5.61,-5.02,-4.52,-3.84,-3.03,-7.11,-3.89,-0.39,-1.09,0.003
19350119,1.76,2.98,1.33,1.12,0.71,1.83,1.05,0.81,0.14,0.003
19350126,-1.38,-1.79,-1.03,-0.29,-0.43,-4.45,-0.68,0.32,-1.9,0.003
19350202,-2.78,-2.44,-2.75,-0.83,-0.74,-2.09,-0.95,-1.44,-0.62,0.004
19350209,0.14,0,0.11,0.37,-0.11,-1.61,0.07,0.53,-1,0.004
19350216,1.4,0.41,-0.74,1.02,-0.56,-2.23,0.23,0.95,-2.69,0.004
19350223,-1.29,-2.31,-1.15,-1.44,-0.58,-5.66,-1.27,0.98,-2.04,0.004
19350302,-0.24,-1.21,-3.54,-0.25,-0.19,-1.04,-0.26,-1.17,-2.04,0.003
19350309,-5.23,-5.26,-5.09,-2.8,-3.6,-8.59,-3.39,-0.2,-2.83,0.003
19350316,-5.06,-5.17,-9.33,-3.06,-2.52,-5.49,-2.98,-2.83,-3.35,0.003
19350323,3.52,3.86,4.79,2.21,3.07,5.1,2.4,0.59,2.08,0.003
19350330,-1.57,-1.98,-1.85,-0.04,-0.34,-1.09,-0.3,-1.31,-0.67,0.003
19350406,0.45,3.26,4.62,2.85,4.42,9.12,3.58,-2.69,5.22,0.003
19350413,4.66,3.44,4.62,2.23,3.08,4.29,2.71,1.04,1.01,0.003
19350420,2.84,4.08,2.18,3.81,1.86,0.83,2.92,0.86,-1.82,0.003
19350427,0.4,-1.08,-0.54,-0.48,0.63,2.02,0.15,-1.13,0.78,0.003
19350504,-0.89,0.47,0.22,1.46,2.03,-0.84,1.49,-0.95,-0.59,0.003
19350511,1.39,2.77,2.15,2.95,3.55,3.85,3.15,-1.34,0.83,0.003
19350518,2.03,2.35,3.6,0.72,1.25,1.74,0.94,1.42,1.3,0.003
19350525,-3.72,1.29,1.03,1.39,0.72,0.52,1.03,-1.34,1.94,0.003
19350601,-7.27,-6.82,-7.82,-4.48,-4.19,-5.5,-4.4,-2.58,-0.78,0.003
19350608,3.82,4.69,2.53,4.58,5.22,5.37,4.71,-1.38,-0.25,0.003
19350615,4.56,3.08,3.94,3.25,2.29,5.12,2.86,0.31,0.63,0.003
19350622,1.98,1.83,-0.31,1.74,1.54,2.69,1.65,-0.82,-0.67,0.003
19350629,-2.63,-1.71,-3.06,-2.45,-2.63,-4.15,-2.5,0.61,-1.06,0.003
19350706,1.47,1.75,1.24,2.1,2.21,2.55,2.2,-0.8,0.11,0.003
19350713,2.8,2.86,1.56,1.5,0.53,1.53,1.05,1.22,-0.61,0.003
19350720,1.13,2.6,0.93,1.06,-1.23,1.18,0.16,1.22,-0.04,0.003
19350727,1.8,3.53,4.5,1.62,2.83,6.64,2.51,-0.42,3.86,0.003
19350803,1.37,1.41,5.84,0.21,2.91,4.8,1.84,0.23,4.53,0.003
19350810,2.71,4.24,7.6,3.59,2.45,5.04,3.16,1.16,3.17,0.003
19350817,1.01,4.17,9.12,-0.03,2.66,5.03,1.56,2.21,6.58,0.003
19350824,-0.86,-0.63,-3.55,-0.98,-3.62,-6.02,-2.44,1.86,-3.86,0.003
19350831,1.49,0.72,-0.89,0.25,-0.31,-0.36,-0.05,0.58,-1.49,0.003
19350907,3.03,3.86,4.62,3.15,3.18,6.52,3.24,-0.45,2.47,0.003
19350914,1.39,0.38,-0.95,1.04,-0.58,-0.5,0.27,0.28,-1.95,0.003
19350921,-3.7,-3.5,-4.43,-2.53,-3.71,-6.05,-3.24,0.22,-2.13,0.003
19350928,4.32,4.69,3.18,2.66,1.8,1.77,2.29,1.99,-1.02,0.003
19351005,-0.7,-1.16,-2.94,-0.77,-1.05,-4.44,-1.19,0.49,-2.95,0.003
19351011,2.28,4.04,3.09,2.62,2.39,2.95,2.56,0.48,0.57,0.003
19351019,5.16,3.85,-0.52,2.83,1.46,2.77,2.32,0.48,-2.87,0.003
19351026,5.87,4.38,5.98,3.1,5.22,4.89,3.94,1.01,0.95,0.003
19351102,-0.73,1.9,2.37,0.41,0.64,0.64,0.52,0.62,1.66,0.006
19351109,1.32,1.64,0.76,2.23,2.23,3.31,2.21,-1.35,0.26,0.006
19351116,2.96,4.65,5.9,2.14,3.23,6.95,2.88,0.4,3.87,0.006
19351123,3.39,3.92,7.39,0.03,1.13,4.81,0.95,2.91,4.39,0.006
19351130,-2.12,-2.36,1.78,-2.65,-1.71,-2.26,-2.27,1.31,2.15,0.006
19351207,1.93,5.24,4.5,1.43,3.6,6.22,2.71,0.14,3.69,0.003
19351214,-1.54,-0.7,-4.69,-1.97,-1.6,-5.05,-2.17,0.56,-3.12,0.003
19351221,1.5,0.67,-1.41,0.53,-0.15,0.96,0.32,-0.19,-1.24,0.003
19351228,-0.18,0.88,-1.41,0.57,0.58,1.63,0.62,-1.16,-0.08,0.003
19360104,7.41,4.7,11.64,2.47,5.13,6.83,4.06,3.11,4.3,0.003
19360111,3.41,3.35,5.56,1.63,1.82,2.38,1.88,2.16,1.45,0.003
19360118,0.15,-1.45,2.3,-1.03,0.43,-0.73,-0.3,0.78,1.23,0.003
19360125,0.93,2.25,2.83,1.7,2.15,4.14,2.08,-0.66,2.17,0.003
19360201,2.04,2.12,4.67,0.96,2.87,3.47,1.95,0.51,2.58,0.003
19360208,1.72,3.73,3.37,0.76,2.29,1.87,1.51,1.3,1.38,0.003
19360215,0.9,2.85,1.51,2.07,1.58,8.09,2.18,-2.16,3.31,0.003
19360221,1.16,2.23,2.04,0.72,0.31,1.61,0.5,0.93,0.88,0.003
19360229,-1.54,-1.68,0.24,-1.52,-1.17,-3.6,-1.49,1.1,-0.15,0.003
19360307,4.17,3.93,2.7,3.35,1.78,3.2,2.42,0.82,-0.82,0.004
19360314,-2.67,-3.45,-3.65,-2.71,-1.61,-4.8,-2.45,-0.22,-1.53,0.004
19360321,0.49,1.41,1.22,1.62,0.68,0.48,1.19,0.11,-0.2,0.004
19360328,-2.21,-0.54,-0.27,-0.19,-1.28,-0.25,-0.66,-0.43,0.95,0.004
19360404,2.85,4.35,3.49,3.55,2.86,6.7,3.34,-0.81,1.89,0.004
19360411,-2.73,-2.55,-0.96,-0.3,-0.17,2.49,-0.12,-2.76,2.28,0.004
19360418,-4.63,-4.56,-4.55,-2.99,-2.31,-5.24,-2.9,-1.06,-1.09,0.004
19360425,-4.01,-4.16,-5.36,-2.45,-3.25,-6.18,-3.08,-0.55,-2.55,0.004
19360502,-4.8,-5.86,-6.37,-3.69,-5.12,-8.17,-4.62,-0.01,-3.03,0.004
19360509,1.54,0.83,2.43,1.48,1.43,0.64,1.44,0.42,0.03,0.004
19360516,1.96,2.89,3.04,2.15,2.68,3.67,2.48,-0.2,1.29,0.004
19360523,-0.91,-0.69,-1.05,-0.65,-0.47,-0.44,-0.57,-0.36,0.03,0.004
19360529,1.09,1.76,2.56,1.32,1.45,3.2,1.5,-0.19,1.68,0.004
19360606,-1.81,-2.45,-2.44,-0.89,-1.35,-2.88,-1.3,-0.52,-1.31,0.008
19360613,2.67,1.72,2.48,3.31,2.74,4.92,3.12,-1.36,0.72,0.008
19360620,-0.04,1.55,-0.36,1.05,0.73,1.34,0.88,-0.66,-0.01,0.008
19360627,-1.42,-0.43,0.4,0.55,0.24,-0.93,0.19,-0.44,0.17,0.008
19360703,-1.17,-0.65,-1.37,0.36,0.92,-1.26,0.35,-1.07,-0.91,0.003
19360711,4.23,3.3,3.64,2.25,2.77,4.96,2.74,0.39,1.06,0.003
19360718,2.33,3.38,3.96,2.12,2.04,3.91,2.24,0.53,1.71,0.003
19360725,2.59,0.63,2.27,1.19,0.86,2.18,1.18,0.42,0.33,0.003
19360801,0.42,0.26,-0.65,-0.72,-0.26,0.44,-0.34,0.19,0.05,0.004
19360808,1.73,2.09,2.14,1.6,2.17,3.78,1.99,-0.53,1.29,0.004
19360815,-2.34,-1.46,-0.15,-1.69,-1.28,-2.26,-1.58,0.43,0.81,0.004
19360822,-2.02,-0.1,-2.64,-1.87,-2.45,-3.23,-2.21,0.93,-0.99,0.004
19360829,2.27,1.97,5.16,2.1,2.3,5.64,2.67,-0.21,3.21,0.004
19360905,2.53,2.81,3.35,1.37,1.15,1.67,1.33,1.5,0.56,0.003
19360912,0.69,0.21,0.54,-0.33,0.65,-0.34,0.06,0.48,-0.08,0.003
19360919,0.77,0.36,1.84,0.49,0.43,0.75,0.48,0.43,0.67,0.003
19360926,-0.8,0.73,-1.33,-0.04,-0.72,-0.8,-0.39,0.05,-0.64,0.003
19361003,3.71,4.21,4.63,2.06,2.7,3.66,2.52,1.38,1.26,0.005
19361010,1.79,1.67,2.4,2.41,2.89,2.42,2.49,-0.62,0.31,0.005
19361017,0.54,1.14,1.94,0.61,0.88,1.77,0.91,0.12,1.28,0.005
19361024,-1.89,-0.17,-1.72,0.09,0.98,-1.52,0.15,-1.11,-0.72,0.005
19361031,-0.91,0.52,-0.69,0.71,0.8,1.04,0.69,-1.21,0.28,0.005
19361107,5.76,4.63,5.95,3.6,2.91,1.84,3.21,2.66,-0.78,0.002
19361114,0.37,0.21,-1.16,-1.2,-2.36,-5.11,-1.93,2.7,-2.72,0.002
19361121,2.51,1.49,2.86,1.12,1.43,2.33,1.47,0.66,0.78,0.002
19361128,2.11,2,4.31,0.34,1.25,1.75,0.95,1.69,1.8,0.002
19361205,-0.59,-0.34,0.61,-1.42,-0.38,-2.68,-1.16,1.39,-0.03,0.001
19361212,2.04,3.57,4.84,0.1,0.36,1.73,0.56,2.76,2.22,0.001
19361219,-3.28,-2.87,-3.55,-1.87,-1.7,-2.02,-1.85,-1.37,-0.21,0.001
19361224,2.84,2.32,3.55,0.81,2.04,1.06,1.25,1.6,0.48,0.001
19370102,-0.07,0.32,1.65,-0.96,1.4,0.67,0.22,0.26,1.68,0.003
19370109,3.71,4.08,6.55,2.81,1.55,4.47,2.6,1.84,2.25,0.003
19370116,4.31,3.06,4.4,2.06,0.85,2.61,1.73,2.08,0.32,0.003
19370123,-0.05,2.06,0.77,0.24,0.1,0.53,0.28,0.64,0.56,0.003
19370130,0.13,-0.71,-0.97,-0.4,-0.66,-0.13,-0.43,-0.12,-0.42,0.003
19370206,1.26,1.23,2.28,0.67,1.39,2.54,1.1,0.06,1.44,0.004
19370213,2.57,1.01,1.6,1.16,0.51,2.75,1.16,0.25,0.31,0.004
19370220,0.1,-0.43,1.82,-0.96,-0.4,3.27,-0.09,-0.14,2.98,0.004
19370227,-0.92,-0.32,-1.11,-1.07,-0.9,-1.63,-1.06,0.42,-0.38,0.004
19370306,1.43,2.97,3.91,2.21,2.17,7.74,2.9,-1.27,4,0.004
19370313,-1.18,-1.1,-0.18,-1.43,-0.87,-0.37,-1.24,0.07,1.03,0.004
19370320,-3.17,-1.84,-1.42,-3.21,-2.41,-2.32,-2.69,0.51,1.32,0.004
19370327,-1.16,-0.25,-0.56,0.14,-0.58,-0.7,-0.25,-0.28,-0.12,0.004
19370403,-1.14,-1.11,-1.83,-0.99,0.29,-1.03,-0.6,-0.78,-0.36,0.009
19370410,-2.97,-2.27,-4.2,-2.79,-2.18,-4.41,-2.72,-0.02,-1.42,0.009
19370417,1.56,0.72,0.8,0.67,0.95,0.4,0.7,0.35,-0.51,0.009
19370424,-2.25,-3.24,-3.2,-1.79,-1.65,-1.05,-1.79,-1.4,-0.11,0.009
19370501,-4.41,-4.13,-3.84,-1.17,-1.9,-3.67,-1.84,-1.88,-0.97,0.016
19370508,1.21,1.09,0.79,1.01,0.3,2.02,0.85,-0.08,0.29,0.016
19370515,-5.44,-6.11,-6.52,-3.37,-3.38,-5.97,-3.94,-1.78,-1.84,0.016
19370522,4.77,4.04,3.57,3.2,3.03,4.22,3.29,0.65,-0.09,0.016
19370528,-1.01,-0.8,-2.38,-0.74,-0.85,-2.53,-1.08,-0.02,-1.58,0.016
19370605,0.05,-0.5,-1.37,0.21,0.21,1.09,0.59,-1.11,-0.27,0.008
19370612,-3.77,-3.83,-4.29,-3.36,-2.56,-4.12,-3.17,-0.62,-0.64,0.008
19370619,-2.29,-1.78,-3.74,-0.7,-0.46,-2.62,-0.92,-1.34,-1.68,0.008
19370626,-0.88,-1.12,-1.26,-0.48,-0.68,-3.24,-1.21,0.38,-1.57,0.008
19370702,1.7,1.85,2.56,1.48,2.59,3.73,2.27,-0.56,1.55,0.008
19370710,5.37,5.92,7.9,3.55,2.96,4.87,3.61,2.61,1.92,0.008
19370717,0.87,0.75,-1.44,1.73,1.08,1.3,1.22,-1.31,-1.37,0.008
19370724,2.94,0.89,2.37,2.98,2.43,3.82,2.81,-1.01,0.13,0.008
